method,H_div_bound_norm_0_min,H_div_bound_norm_0_mean,H_div_bound_norm_0_max,H_div_AMP_norm_0_min,H_div_AMP_norm_0_mean,H_div_AMP_norm_0_max,H_div_AMP_norm_1_min,H_div_AMP_norm_1_mean,H_div_AMP_norm_1_max,H_rank_ratio_min,H_rank_ratio_mean,H_rank_ratio_max,m_max
DRS_Boyd,0.9388888888888889,0.9684404236293443,0.9940816326530613,0.49701991568541937,0.5131340524005974,0.5296417406877364,0.7975825959675047,0.8168997380549362,0.845745538738583,1.8,1.9552946048994293,2.0,600
DRS_FP,0.9355555555555556,0.9682987271762169,0.9936734693877551,0.4968745457188545,0.5130603611125933,0.5296097603876012,0.7975824048513807,0.8168991259771768,0.8457345105817411,1.8,1.9548184144232388,2.0,600
