m,n,r,1_norm_P1_P3_P4_r(H),1_norm_P1_P3_P4_||H||_1,1_norm_P1_P3_P4_||H||_0,"1_norm_P1_P3_P4_||H||_2,1","1_norm_P1_P3_P4_||H||_2,0",1_norm_P1_P3_P4_Computational_Time(s),1_norm_P1_P3_P4_Memory_Used(MiB),1_norm_PLS_P4_r(H),1_norm_PLS_P4_||H||_1,1_norm_PLS_P4_||H||_0,"1_norm_PLS_P4_||H||_2,1","1_norm_PLS_P4_||H||_2,0",1_norm_PLS_P4_Computational_Time(s),1_norm_PLS_P4_Memory_Used(MiB),1_norm_PMN_P3_r(H),1_norm_PMN_P3_||H||_1,1_norm_PMN_P3_||H||_0,"1_norm_PMN_P3_||H||_2,1","1_norm_PMN_P3_||H||_2,0",1_norm_PMN_P3_Computational_Time(s),1_norm_PMN_P3_Memory_Used(MiB),1_norm_PMX_r(H),1_norm_PMX_||H||_1,1_norm_PMX_||H||_0,"1_norm_PMX_||H||_2,1","1_norm_PMX_||H||_2,0",1_norm_PMX_Computational_Time(s),1_norm_PMX_Memory_Used(MiB),1_norm_admm_r(H),1_norm_admm_||H||_1,1_norm_admm_||H||_0,"1_norm_admm_||H||_2,1","1_norm_admm_||H||_2,0",1_norm_admm_Computational_Time(s),1_norm_admm_Memory_Used(MiB),1_norm_admme_r(H),1_norm_admme_||H||_1,1_norm_admme_||H||_0,"1_norm_admme_||H||_2,1","1_norm_admme_||H||_2,0",1_norm_admme_Computational_Time(s),1_norm_admme_Memory_Used(MiB)
50,25,12,25,33.94283669437198,394,7.664445776398954,25,47.15904688835144,80.1234245300293,25,33.942845505284666,394,7.664449575626816,25,20.45334267616272,84.58750343322754,25,33.94284550511041,394,7.664449575727739,25,21.422465801239014,92.89173412322998,25,33.94283669436186,394,7.664445776379647,25,17.095523357391357,96.75410079956055,25,33.949237909828064,500,7.665773272807902,25,8.210757970809937,31.157917976379395,25,33.942994358890886,394,7.664075145131051,25,121.54578685760498,31.15829563140869
60,30,15,30,43.47702195366351,574,8.89100115687768,30,124.1589629650116,185.80528259277344,30,43.4770219515533,574,8.891001158998515,30,38.311850786209106,193.85080242156982,30,43.47702195362527,574,8.891001156894824,30,43.33839535713196,203.5011329650879,30,43.47702195366563,574,8.891001156893973,30,34.15216088294983,210.90112781524658,30,43.484714702032335,735,8.89593854961825,30,15.408905029296875,75.79138469696045,30,43.47721105082568,574,8.89101595173462,30,120.08099293708801,75.79210186004639
70,35,17,35,49.654655988485295,773,9.363622493472496,35,245.9761643409729,353.4824171066284,35,49.65465596966453,773,9.363622510340667,35,66.93279695510864,351.84508514404297,35,49.654655988503436,773,9.36362249376708,35,78.19715189933777,376.6450357437134,35,49.654655988435906,773,9.363622493516994,35,64.98296189308167,385.477746963501,35,49.66701542698827,1009,9.35439652433994,35,17.860474348068237,136.42998027801514,35,49.65488908275128,774,9.36394045975851,35,155.90881252288818,136.43026638031006
80,40,20,40,58.888934354852964,1035,10.546749067509069,40,525.1531891822815,592.8130826950073,40,58.88893435483414,1035,10.546749068952103,40,107.11866569519043,591.5872268676758,40,58.888934354873506,1035,10.546749067514599,40,141.32043147087097,621.8289880752563,40,58.88893435487425,1035,10.546749066838155,40,116.3216655254364,630.4875736236572,40,58.9035239480069,1334,10.543614560761293,40,26.02805471420288,215.60620021820068,40,58.88919608102711,1034,10.547416694892263,40,314.7104024887085,215.60691738128662
90,45,22,45,64.22871495612104,1265,10.888305827014396,45,887.6416184902191,934.9761371612549,45,64.22871495615647,1265,10.888305619409053,45,168.58872985839844,929.0994863510132,45,64.22871495614186,1265,10.888305827182998,45,236.26048231124878,970.1510696411133,45,64.22872251973332,1263,10.888266510587178,45,188.2962121963501,972.7529535293579,45,64.2474646871457,1627,10.890344499505796,45,36.571863412857056,315.8066349029541,45,64.22900919970695,1262,10.888457896856927,45,533.8736443519592,315.806921005249
100,50,25,50,74.23365985242486,1582,11.7589633711211,50,2135.5693049430847,1393.4892654418945,50,74.23365985508447,1582,11.758963375617059,50,281.3109095096588,1381.4253749847412,50,74.23365985245076,1582,11.758963370364429,50,456.6266882419586,1435.0109090805054,50,74.23365985247423,1582,11.758963370737264,50,309.4488513469696,1438.614815711975,50,74.2558703850055,2073,11.765055761886956,50,45.15410137176514,439.4968852996826,50,74.23399156440453,1580,11.75934664961406,50,650.1649656295776,439.49760246276855
