m,r,d,H_div_mr_norm_0_mean,H_div_AMP_norm_0_mean,H_div_AMP_norm_1_mean,H_rank_ratio_mean,time_mean
60,15,100,0.9786666666666667,0.45229068768757735,0.8801033037066975,3.9066666666666663,23.877841
80,20,100,0.976,0.4515884169122925,0.8875882551002077,3.91,21.051526459999998
100,25,100,0.9717485714285715,0.4534143225682188,0.888382063915208,3.9120000000000004,227.17682601999996
120,30,100,0.975968253968254,0.4538820264047819,0.8877691433073356,3.9333333333333327,238.46528333999998
140,35,100,0.973924198250729,0.45125261327382765,0.87920998390053,3.9200000000000004,299.63807643999996
160,40,100,0.9708392857142856,0.4526501719823527,0.8836237168655124,3.935,347.2720887
180,45,100,0.972910052910053,0.4562027080061196,0.8824112628519638,3.9288888888888893,417.64987806
200,50,100,0.9751314285714286,0.45664205270093283,0.8812115657438694,3.94,442.2111444
220,55,100,0.9748949232585596,0.4580039542029562,0.8862207738688962,3.9418181818181823,612.8907002399999
240,60,100,0.9705,0.45567726466122715,0.8860611558546413,3.943333333333334,697.57238612
260,65,100,0.9715976331360947,0.45496948947137483,0.8829661602028509,3.950769230769231,756.3785156
280,70,100,0.9701282798833819,0.4561140550847383,0.8824241643136468,3.94,983.2731061800001
