m,r,d,A_norm_0,A_norm_1,AMP_norm_0,AMP_norm_1,DRS_H_div_AMP_norm_0_mean,DRS_H_div_AMP_norm_1_mean,DRS_H_rank_ratio_mean,DRS_time_mean
100,25,100,9467,267.08678553282834,9481,275.03961456595357,0.259941283156721,0.6952446617620089,0.5377777777777778,23.546500599999998
100,25,10,973,72.89755307088436,962,72.59281734785465,0.36222556383189103,0.835362275592571,0.05333333333333334,27.74268246666667
100,25,25,2319,101.17745010280981,2333,111.82023282909434,0.41079855957816225,0.8043078067502818,0.08888888888888889,9.895549033333333
120,30,100,13593,346.03137480623616,13611,369.66127990958455,0.26119239430927155,0.7021294989985232,0.5851851851851851,39.640089966666665
120,30,10,1355,99.80873754755082,1358,105.06571721122509,0.3206446375416289,0.8086172318353019,0.05185185185185185,24.901386400000003
120,30,25,3338,139.10693670101531,3340,145.204467446941,0.3435639286257482,0.7572075378136461,0.15555555555555556,12.356808666666666
140,35,100,18507,463.3900999392818,18490,443.1598124422209,0.26300086832722785,0.6958695993016532,0.6603174603174603,47.43818153333333
140,35,10,1789,121.62462086768784,1778,113.01477741741061,0.3702421485600351,0.8055454483629988,0.05714285714285714,21.807815633333334
140,35,25,4448,179.90295059911824,4476,180.47515218375497,0.3207684150374524,0.785385625196978,0.15555555555555556,31.298819866666665
160,40,100,24011,535.63656431811,23980,537.2729576100203,0.2618831617581864,0.6862280022075784,0.65,54.9732584
160,40,10,2353,151.02613690601257,2375,141.9317346546718,0.37399980790177056,0.8168442622673835,0.0861111111111111,19.998795533333336
160,40,25,5750,169.93998218580367,5840,199.04207994638045,0.34539290979900866,0.7826725224490003,0.11388888888888889,22.882383466666667
180,45,100,30132,572.6610644946708,30115,566.4456044505993,0.2604766199091833,0.6803895019992167,0.6320987654320988,57.182431099999995
180,45,10,2881,162.88510352336996,2869,155.72201938533303,0.3570582719061288,0.7981702774132451,0.06913580246913581,23.550227766666666
180,45,25,7397,231.19524639204784,7355,212.23288608559392,0.31261420960715763,0.7707767600125881,0.1679012345679012,30.185698966666667
200,50,100,37174,691.8588856935366,37214,690.3573245398604,0.26249629729116436,0.6931276946985047,0.6511111111111112,81.79858023333334
200,50,10,3757,188.97067216803165,3760,199.64421973766073,0.3762884284371926,0.7878469279441199,0.09555555555555556,47.11245093333333
200,50,25,8711,214.49367556216208,8919,252.52937550034298,0.31145225616135125,0.7434539310658167,0.18000000000000002,32.155835700000004
220,55,100,45207,845.2459092080632,45271,790.3957968310999,0.2632296546595198,0.6888884027811223,0.6585858585858585,74.76505986666666
220,55,10,4333,210.66110230163576,4321,201.83980114185013,0.3317899044698644,0.7949846601758703,0.07272727272727272,25.5976166
220,55,25,10472,278.55665533598744,10396,263.23979816589764,0.3821079444104647,0.7709516523683301,0.15555555555555553,26.59200543333333
240,60,100,53556,837.5436745207629,53554,856.8894293269684,0.2620528182315987,0.6842034666303745,0.7203703703703703,80.39658373333334
240,60,10,5216,251.22736364170154,5152,240.49831461450253,0.374638675237716,0.7929723013498918,0.09444444444444444,38.91593613333334
240,60,25,12747,356.5130215846905,12731,317.48907668817867,0.34060909827839,0.7512839213991794,0.18888888888888888,56.68925756666667
260,65,100,63202,1061.2694981906827,63159,1032.425322546576,0.26232229013477976,0.6720466719748166,0.7504273504273504,74.1860739
260,65,10,5954,246.36676605847674,5882,248.27895238925717,0.3309780804482136,0.7901742372692651,0.08547008547008546,29.040028533333338
260,65,25,14668,360.01279160164796,14489,337.3547712305675,0.3687054575957438,0.7602194812989879,0.19999999999999998,41.11622976666667
