m,r,d,A_norm_0,A_norm_1,AMP_norm_0,AMP_norm_1,DRS_H_div_AMP_norm_0_mean,DRS_H_div_AMP_norm_1_mean,DRS_H_rank_ratio_mean,DRS_time_mean
420,105,100,162833,1952.1403130960318,162451,1830.8908783088762,0.5669313351835578,0.745186200325488,0.0,101.50520526666666
420,105,10,14968,458.14488134514295,14840,442.3539114271656,0.364510267846891,0.785681076214134,0.0,163.68994083333334
420,105,25,36706,622.5133515759064,36487,635.2215549324861,0.4508297421680913,0.7407855220627978,0.0,185.68633366666666
440,110,100,179421,2199.1989736082774,179442,2140.047111038501,0.5528828481512131,0.7487459833830717,0.0,105.77710156666667
440,110,10,16999,504.5523948594064,17008,497.6876081881742,0.3635353642833732,0.7633626953730716,0.0,174.06800643333335
440,110,25,39296,699.0938368644577,40035,674.7489504611727,0.41958359594050115,0.7427026621154229,0.0,228.82807906666667
460,115,100,196241,2113.7652174093582,196279,2073.7524306490886,0.5646996898224447,0.7331820397703922,0.0,139.64969383333334
460,115,10,18652,511.8202355092889,18699,538.7538526535309,0.35529349985022574,0.7715670659563162,0.0,316.9052953666666
460,115,25,42541,736.0356258088357,42944,742.7622793879044,0.4742262412741273,0.7387255259430053,0.0,172.04609133333335
480,120,100,213236,2336.217798186027,213161,2344.9838612679587,0.5617684990952133,0.7499816576325257,0.0,139.98609063333333
480,120,10,19563,543.2945300356602,19763,576.333378934804,0.3788488381079413,0.7673942423729425,0.0,180.99744513333334
480,120,25,48183,827.6388322884774,48281,812.1750593574911,0.43191479850121856,0.7442898023170499,0.0,232.42807760000002
500,125,100,227157,2260.290512309185,227210,2202.4439430697503,0.551724091597222,0.7319214435597874,0.0,147.41284443333333
500,125,10,21787,591.0252206640289,21831,643.4819532967507,0.3765304057275045,0.7684568084519955,0.0,297.4866596333333
500,125,25,50536,815.328173853733,50390,797.7289520885813,0.44963719022440785,0.7413707550708368,0.0,333.4096038
520,130,100,249188,2622.7125792714496,249568,2566.495263167818,0.5607449278421567,0.7432780991500367,0.0,159.94385353333334
520,130,10,23772,648.9067233395322,23792,622.1631725018797,0.3785443793250834,0.7697612830623536,0.0,347.2609433
520,130,25,55253,913.3637076607081,54828,859.5767944421391,0.4718748516648718,0.7392261316969325,0.0,424.7181309333334
540,135,100,265894,2578.3700171147893,265544,2503.3696748558295,0.5740936789991355,0.7365727847166251,0.0,179.42783256666667
540,135,10,25088,651.3376053937578,24806,643.5556025000005,0.4209559984665698,0.780615271133157,0.0,372.6942844
540,135,25,58182,936.6521755749334,57764,888.4177138193224,0.4347250427827836,0.7377011880971925,0.0,330.5228479666667
560,140,100,287224,2755.1233149511254,287519,2739.5910818985676,0.5760627696475195,0.7419068139759285,0.0,190.09749713333335
560,140,10,26185,684.573089864361,26794,696.7369276995821,0.39150238893631367,0.7646179667928278,0.0,463.12909886666665
560,140,25,63899,980.1193303223063,64039,971.4880478687171,0.4303457497912526,0.7285413281062914,0.0,455.4405472333333
580,145,100,307655,2894.6963415297496,307977,3013.8795439938085,0.5755688347490703,0.7225349005922292,0.0,192.6282228
580,145,10,28391,714.5838709351079,28285,689.9321973819204,0.3859814579649286,0.7632379548172178,0.0,595.7580369333333
580,145,25,68062,982.7683721177959,68653,971.8340188005251,0.4586283749827944,0.7339752787159756,0.0,376.38711313333334
600,150,100,329089,3085.590209277542,328418,3023.737318913255,0.5688243862219333,0.739495925906631,0.0,234.42971063333334
600,150,10,30116,772.5444145974518,30075,770.973037033269,0.3944738873887535,0.7600530188619792,0.0,485.55112959999997
600,150,25,72041,992.1839849612645,72468,1051.2246076824454,0.445144843641081,0.7361617247000342,0.0,486.87636390000006
60,15,100,3389,136.93753872616296,3383,128.49690639406177,0.400067679027489,0.7703777504512144,0.0,0.6772638
60,15,10,355,40.70983929267513,354,44.29771883009203,0.4690868293464759,0.8285723217233487,0.0,0.2894057666666667
60,15,25,802,58.60625160910707,804,59.38926016804642,0.4451963447337957,0.7852236493846462,0.0,0.6416782666666666
80,20,100,6004,189.12484150031074,6015,196.82156947229595,0.46916851198186554,0.7736775712732795,0.0,1.0165987666666667
80,20,10,616,66.37137478733521,616,64.75614355634158,0.40059896507404463,0.829354427640124,0.0,0.43987329999999997
80,20,25,1510,79.08291673824117,1503,82.82782182728081,0.3679306246806857,0.7833388593413422,0.0,1.3821092666666666
