m,r,d,A_norm_0,A_norm_1,AMP_norm_0,AMP_norm_1,DRS_H_div_AMP_norm_0_mean,DRS_H_div_AMP_norm_1_mean,DRS_H_rank_ratio_mean,DRS_time_mean
100,25,100,9467,267.08678553282834,9481,275.03961456595357,0.4398543900985495,0.7516086773525394,0.0,12.271359733333334
100,25,10,973,72.89755307088436,962,72.59281734785465,0.3814278820444253,0.8112529385020343,0.0,12.772196
100,25,25,2319,101.17745010280981,2333,111.82023282909434,0.34636714453905637,0.7929353250592922,0.0,19.314376633333335
120,30,100,13593,346.03137480623616,13611,369.66127990958455,0.4779186156891357,0.7660670498670203,0.0,12.2306
120,30,10,1355,99.80873754755082,1358,105.06571721122509,0.39837927035315307,0.8219758212234721,0.0,13.377915199999999
120,30,25,3338,139.10693670101531,3340,145.204467446941,0.46176759534438844,0.7826475198495233,0.0,16.56242213333333
140,35,100,18507,463.3900999392818,18490,443.1598124422209,0.49344558759204943,0.7586088624884354,0.0,11.284972266666665
140,35,10,1789,121.62462086768784,1778,113.01477741741061,0.44530342748685997,0.8240379350151684,0.0,18.823739633333336
140,35,25,4448,179.90295059911824,4476,180.47515218375497,0.40282715722058837,0.7706326961207686,0.0,21.159959733333334
160,40,100,24011,535.63656431811,23980,537.2729576100203,0.49050386294570264,0.7638885980143358,0.0,13.5289466
160,40,10,2353,151.02613690601257,2375,141.9317346546718,0.3812504636525274,0.79933528956578,0.0,13.956893066666666
160,40,25,5750,169.93998218580367,5840,199.04207994638045,0.4630158475243335,0.7720980489455185,0.0,29.116171233333333
180,45,100,30132,572.6610644946708,30115,566.4456044505993,0.5135649867781237,0.7638777284060806,0.0,16.99476183333333
180,45,10,2881,162.88510352336996,2869,155.72201938533303,0.40345578533429904,0.8090192388116767,0.0,32.627058166666664
180,45,25,7397,231.19524639204784,7355,212.23288608559392,0.4323434981098065,0.7742577269920649,0.0,22.504002600000003
200,50,100,37174,691.8588856935366,37214,690.3573245398604,0.4987063916540045,0.7560414648372874,0.0,20.25186533333333
200,50,10,3757,188.97067216803165,3760,199.64421973766073,0.3583969745365249,0.7968738474634661,0.0,11.867903633333334
200,50,25,8711,214.49367556216208,8919,252.52937550034298,0.3514757065493055,0.7484451302273182,0.0,43.19526403333333
220,55,100,45207,845.2459092080632,45271,790.3957968310999,0.5019141438689657,0.7322193677282264,0.0,19.562825333333333
220,55,10,4333,210.66110230163576,4321,201.83980114185013,0.3350866469536687,0.799873265731264,0.0,25.411049133333336
220,55,25,10472,278.55665533598744,10396,263.23979816589764,0.42806968095868886,0.7501094069287649,0.0,45.5254511
240,60,100,53556,837.5436745207629,53554,856.8894293269684,0.5278455028896725,0.7502972658647972,0.0,20.404961166666666
240,60,10,5216,251.22736364170154,5152,240.49831461450253,0.4452873009381273,0.8019053071142976,0.0,61.5311623
240,60,25,12747,356.5130215846905,12731,317.48907668817867,0.46061574039540565,0.7666769040784812,0.0,35.88843483333333
260,65,100,63202,1061.2694981906827,63159,1032.425322546576,0.5207674059124742,0.7575731176447821,0.0,17.957924833333333
260,65,10,5954,246.36676605847674,5882,248.27895238925717,0.3920443608406452,0.7870803522333807,0.0,30.819598033333335
260,65,25,14668,360.01279160164796,14489,337.3547712305675,0.37627142498066535,0.7449659731330377,0.0,31.67296573333333
280,70,100,72424,1005.4881019362725,72414,1119.178571922252,0.5141442292769034,0.7441952362953156,0.0,24.112924966666668
280,70,10,6874,259.80711384651977,6827,287.5499272267583,0.3635086504825627,0.7959014637651464,0.0,43.02175316666666
280,70,25,17368,416.922136252021,17356,400.5892049822008,0.4626449522882312,0.7863562069427505,0.0,41.601160666666665
300,75,100,83885,1177.9723715455184,84075,1251.0083233939445,0.5410676632425524,0.7504867574582571,0.0,28.943994000000004
300,75,10,7358,272.399337837729,7350,289.655501046066,0.3718096576690432,0.786544182907534,0.0,47.2015582
300,75,25,19591,426.9016627102174,19316,428.05906285899727,0.46231596311203443,0.7382072970645188,0.0,39.44389963333334
320,80,100,94697,1270.2114510877484,94738,1301.73856055408,0.5492224783488289,0.7571565677412085,0.0,29.898787600000002
320,80,10,9123,318.88378132643123,9055,302.29700824068163,0.3371663961247497,0.7914816179204002,0.0,62.472948433333336
320,80,25,22673,458.4775203441548,22593,486.5696702686795,0.4238891355333115,0.747580845460808,0.0,56.13232043333333
