m,r,d,A_norm_0,A_norm_1,AMP_norm_0,AMP_norm_1,DRS_H_div_AMP_norm_0_mean,DRS_H_div_AMP_norm_1_mean,DRS_H_rank_ratio_mean,DRS_time_mean
260,65,100,63202,1061.2694981906827,63159,1032.425322546576,0.5207674059124742,0.7575731176447821,0.0,17.555114
260,65,10,5954,246.36676605847674,5882,248.27895238925717,0.3920443608406452,0.7870803522333815,0.0,30.6104059
260,65,25,14668,360.01279160164796,14489,337.3547712305675,0.37627142498066535,0.7449659731330378,0.0,31.37088626666667
280,70,100,72424,1005.4881019362725,72414,1119.178571922252,0.5141442292769034,0.7441952362953157,0.0,23.830931566666667
280,70,10,6874,259.80711384651977,6827,287.5499272267583,0.3635086504825627,0.7959014637651469,0.0,42.94157873333333
280,70,25,17368,416.922136252021,17356,400.5892049822008,0.4626449522882312,0.7863562069427502,0.0,41.41184743333333
300,75,100,83885,1177.9723715455184,84075,1251.0083233939445,0.5410676632425524,0.750486757458257,0.0,28.640990166666665
300,75,10,7358,272.399337837729,7350,289.655501046066,0.3718096576690432,0.7865441829075629,0.0,46.624617300000004
300,75,25,19591,426.9016627102174,19316,428.05906285899727,0.46231596311203443,0.7382072970645192,0.0,38.99543713333333
320,80,100,94697,1270.2114510877484,94738,1301.73856055408,0.5492224783488289,0.7571565677412088,0.0,29.630966233333336
320,80,10,9123,318.88378132643123,9055,302.29700824068163,0.3371663961247497,0.791481617920404,0.0,62.21781843333333
320,80,25,22673,458.4775203441548,22593,486.5696702686795,0.4238891355333115,0.7475808454608096,0.0,55.3736969
340,85,100,107258,1416.2013773971812,107242,1377.6760109465054,0.5275649470669997,0.7400281164469448,0.0,35.20238496666666
340,85,10,9886,356.7420283710101,9755,347.5234241832712,0.38578655975008574,0.7911722651703393,0.0,54.3128953
340,85,25,25337,492.1232470464755,25224,502.9936932681312,0.41481791375350757,0.7445315713127111,0.0,41.30480489999999
360,90,100,119311,1470.345507590164,119141,1463.8874396830295,0.5324646118389134,0.7453031836995657,0.0,43.0175846
360,90,10,11332,407.6105714231319,11537,397.0523406194093,0.36275259219640077,0.7716424537594057,0.0,73.03134236666666
360,90,25,26918,555.7883013188224,26757,551.2989316410209,0.40926690669507493,0.7523714062908354,0.0,56.47610623333333
380,95,100,134356,1751.0647234973837,134721,1812.275819358076,0.5545841420220042,0.7505367329231637,0.0,87.60030043333332
380,95,10,12578,436.16377492427,12441,411.96810151791715,0.40297633737468525,0.7814276265051078,0.0,125.13571736666667
380,95,25,31358,602.591116953911,31022,608.8606826512096,0.4494940062378281,0.7545385391990483,0.0,196.13276019999998
400,100,100,148243,1766.6698156383895,147906,1813.0278618565153,0.5482868376706743,0.7378899817269158,0.0,142.56981706666667
400,100,10,14053,434.7299226049274,14175,444.0489744229568,0.4068610627013338,0.7777375274700568,0.0,218.7828736
400,100,25,33617,641.6789404830054,33698,655.0363437203396,0.42415900679011215,0.7472690034707736,0.0,389.2087061
420,105,100,162833,1952.1403130960318,162451,1830.8908783088762,0.5576157059790496,0.754278619559955,0.0,155.14353346666667
420,105,10,14968,458.14488134514295,14840,442.3539114271656,0.3285186115409895,0.7674997896754304,0.0,174.9200955
420,105,25,36706,622.5133515759064,36487,635.2215549324861,0.387787048112783,0.7314365122338709,0.0,303.70448593333333
440,110,100,179421,2199.1989736082774,179442,2140.047111038501,0.5601666085394409,0.7481912947145911,0.0,123.68476609999999
440,110,10,16999,504.5523948594064,17008,497.6876081881742,0.3556103945690026,0.7742053875836165,0.0,217.03673126666664
440,110,25,39296,699.0938368644577,40035,674.7489504611727,0.4748951723116536,0.7474761570160348,0.0,240.70702989999998
460,115,100,196241,2113.7652174093582,196279,2073.7524306490886,0.523153896969298,0.7336848144359854,0.0,128.17004136666665
460,115,10,18652,511.8202355092889,18699,538.7538526535309,0.38638400548710333,0.7640419167827123,0.0,295.5014877666667
460,115,25,42541,736.0356258088357,42944,742.7622793879044,0.4405133443826202,0.7449471930302286,0.0,223.28552243333334
480,120,100,213236,2336.217798186027,213161,2344.9838612679587,0.557677605395039,0.7445146540070468,0.0,165.11922256666665
480,120,10,19563,543.2945300356602,19763,576.333378934804,0.3971518957383045,0.769730932455726,0.0,306.33897336666666
480,120,25,48183,827.6388322884774,48281,812.1750593574911,0.46144168176798206,0.7474031094080053,0.0,269.3249035666667
500,125,100,227157,2260.290512309185,227210,2202.4439430697503,0.5695049333536847,0.7487228574152875,0.0,210.35566200000002
500,125,10,21787,591.0252206640289,21831,643.4819532967507,0.3427576894134176,0.7592162290128245,0.0,208.86946443333332
500,125,25,50536,815.328173853733,50390,797.7289520885813,0.4755332426560612,0.7409820196775815,0.0,430.4917441
520,130,100,249188,2622.7125792714496,249568,2566.495263167818,0.5923766494179145,0.7395606515897658,0.0,247.60635606666668
520,130,10,23772,648.9067233395322,23792,622.1631725018797,0.37686744277620216,0.7647367136506582,0.0,529.3719653333333
520,130,25,55253,913.3637076607081,54828,859.5767944421391,0.4986672822530724,0.7463886576693528,0.0,443.86947710000004
540,135,100,265894,2578.3700171147893,265544,2503.3696748558295,0.5553145094920103,0.7366253741867043,0.0,212.87660043333335
540,135,10,25088,651.3376053937578,24806,643.5556025000005,0.40177973092579927,0.7768444879401128,0.0,250.64476019999998
540,135,25,58182,936.6521755749334,57764,888.4177138193224,0.438319848793872,0.7462242931681544,0.0,538.2541355666666
560,140,100,287224,2755.1233149511254,287519,2739.5910818985676,0.5666506583459705,0.7399396284142226,0.0,213.32657486666668
560,140,10,26185,684.573089864361,26794,696.7369276995821,0.34840254313760166,0.7585270968964898,0.0,331.89252303333336
560,140,25,63899,980.1193303223063,64039,971.4880478687171,0.46596248821785863,0.7379542382257704,0.0,451.2726092333333
580,145,100,307655,2894.6963415297496,307977,3013.8795439938085,0.5700350197410972,0.7381570053545916,0.0,233.19577453333332
580,145,10,28391,714.5838709351079,28285,689.9321973819204,0.39480512658083633,0.7784050928895049,0.0,422.88478933333334
580,145,25,68062,982.7683721177959,68653,971.8340188005251,0.4628473841475666,0.7413730083627339,0.0,482.3776189
600,150,100,329089,3085.590209277542,328418,3023.737318913255,0.5741876672498114,0.7362396280144164,0.0,278.6356613666667
600,150,10,30116,772.5444145974518,30075,770.973037033269,0.43052816872627697,0.7697193149536011,0.0,361.7489685333333
600,150,25,72041,992.1839849612645,72468,1051.2246076824454,0.4380446405003906,0.7302165619605674,0.0,420.89831943333337
60,15,100,3389,136.93753872616296,3383,128.49690639406177,0.42798434609157815,0.760524580038795,0.0,0.6452313333333333
60,15,10,355,40.70983929267513,354,44.29771883009203,0.5122954338605258,0.8325416995790557,0.0,1.2044047666666666
60,15,25,802,58.60625160910707,804,59.38926016804642,0.363206824483391,0.8119556128814964,0.0,1.4352070333333333
80,20,100,6004,189.12484150031074,6015,196.82156947229595,0.44420412381415675,0.7529891825676294,0.0,1.3351119333333334
80,20,10,616,66.37137478733521,616,64.75614355634158,0.3739967055449558,0.8205638911167084,0.0,1.4596505666666666
80,20,25,1510,79.08291673824117,1503,82.82782182728081,0.4220327768465939,0.7876879116939574,0.0,3.4097776
