m,n,r,d,A_norm_0,AMP_norm_0,AMP_norm_1,hatAMP_norm_0,hatAMP_norm_1,norm_0,norm_1,rank,time
120,40,30.0,10,562.0,4574.0,122.01284704897175,1599.2,49.85231070735117,4317.4,112.85318972616638,30.0,3.2250866799999995
120,40,30.0,25,1273.6,4797.2,97.05160886600311,1598.0,19.27037967738956,4560.6,92.58308314554681,30.0,3.2655343
120,60,45.0,10,854.0,7150.0,218.42513525540494,3599.2,114.51587149720494,6521.4,204.3007438996994,45.0,4.20161874
120,60,45.0,25,1900.4,7198.8,169.6635206677463,3596.8,51.275394101291454,6612.2,162.33232575127036,45.0,3.5430047399999998
