method,H_div_bound_norm_0_min,H_div_bound_norm_0_mean,H_div_bound_norm_0_max,H_div_AMP_norm_0_min,H_div_AMP_norm_0_mean,H_div_AMP_norm_0_max,H_div_AMP_norm_1_min,H_div_AMP_norm_1_mean,H_div_AMP_norm_1_max,H_rank_ratio_min,H_rank_ratio_mean,H_rank_ratio_max,m_max
Gurobi,0.7828571428571428,0.8766432502991869,0.9396428571428571,0.71875,0.8081477876490041,0.8654605263157895,0.8349487085710714,0.8857810772746002,0.9250499015744661,1.0,1.0,1.0,300
ADMM,0.7968253968253968,0.910651932720429,0.9689333333333333,0.7262731481481481,0.8444993088613767,0.9007720549174232,0.8349577578312403,0.8804344662252421,0.9250570988876938,1.0,1.0,1.0,600
ADMMe,0.7828571428571428,0.8811277153487216,0.9392857142857143,0.71875,0.8133800594152919,0.8651315789473685,0.834949028660289,0.8855083767588601,0.9250504391205784,1.0,1.0,1.0,360
DRS,0.7833333333333333,0.8956933307787409,0.9536126984126985,0.7181712962962963,0.8306142696223491,0.8865291763567036,0.8349492128186992,0.8804114518940837,0.9250504973024802,1.0,1.0,1.0,600
DRS_Boyd,0.8058730158730159,0.9125736758427851,0.9664285714285714,0.7449743213499633,0.8462407809863263,0.8980332668311514,0.8349675652357617,0.8804389225466206,0.925061115554151,1.0,1.0,1.0,600
DRS_FP,0.7985714285714286,0.9040736174028563,0.9586285714285714,0.7297453703703703,0.838366964090539,0.8911921991760026,0.8349608295040671,0.8804318616642114,0.925057148679319,1.0,1.0,1.0,600
