m,r,d,H_div_mr_norm_0_mean,H_div_AMP_norm_0_mean,H_div_AMP_norm_1_mean,H_rank_ratio_mean,time_mean
60,15,100,0.8590476190476191,0.7846690328854801,0.9007174536949485,1.0,0.43384545999999996
80,20,100,0.876,0.803545430882345,0.8989132025633916,1.0,0.7521930800000001
100,25,100,0.8557714285714285,0.7878403246212504,0.8821984236912925,1.0,1.42897012
120,30,100,0.867968253968254,0.7963273940409793,0.8836723983374377,1.0,1.78630538
140,35,100,0.882798833819242,0.8105480987566821,0.8858981093460215,1.0,18.917177020000004
160,40,100,0.8555357142857144,0.7909823475938752,0.8803792634042165,1.0,22.217434700000002
180,45,100,0.8678941798941799,0.8018991430609812,0.8812000355402567,1.0,23.670240619999998
200,50,100,0.8869942857142856,0.8209638733522011,0.8798345698753198,1.0,25.160765280000003
220,55,100,0.8994096812278631,0.8312025123711845,0.8836004514684456,1.0,28.012268919999997
240,60,100,0.8888492063492064,0.8221988732828038,0.8859291334346878,1.0,29.31749618
260,65,100,0.8876754015215553,0.8225768116812071,0.8798673040426565,1.0,32.12084106
280,70,100,0.9034110787172012,0.8357288183864704,0.8872233433260897,1.0,38.1656038
300,75,100,0.9080990476190477,0.8433174744532399,0.8855549039315088,1.0,41.66527848
320,80,100,0.8936250000000001,0.8284647246073247,0.8874633348394418,1.0,44.44913124
340,85,100,0.8965022244191794,0.8320827810831048,0.8802447838932052,1.0,54.47513086
360,90,100,0.9041869488536156,0.8414263222078529,0.8727795985397812,1.0,55.69435722000001
380,95,100,0.9003561535417491,0.8371053210665371,0.8778746221819343,1.0,65.34345092000001
400,100,100,0.9116771428571429,0.8468226557493983,0.8789369533505941,1.0,61.914452919999995
420,105,100,0.9053449951409135,0.8419809748802081,0.8771510847311819,1.0,71.84436215999999
440,110,100,0.9117851239669422,0.8495263479956433,0.8709387702939306,1.0,71.25536034000001
460,115,100,0.9172325141776938,0.8543094824907257,0.8757505079950502,1.0,81.74439198
480,120,100,0.9081884920634922,0.8476817166062693,0.8744152196447912,1.0,82.11984335999999
500,125,100,0.9047332571428571,0.8438051134375815,0.8778295590885025,1.0,91.09920692
520,130,100,0.9166001690617076,0.857385969329451,0.8736405466936535,1.0,124.18209010000001
540,135,100,0.9077640603566529,0.8465482984986916,0.8697592571078065,1.0,130.44479818
560,140,100,0.9115991253644313,0.8497610809366352,0.8713309699981441,1.0,144.79312608
580,145,100,0.918525564803805,0.858298628472402,0.8752325915413148,1.0,148.36890788
600,150,100,0.9269828571428572,0.8655453481618617,0.873310446889095,1.0,178.5925764
